,Trials,ProbR,ID,role,cond,reward,choise,partner.choise,sender.dec,receiver.dec,phase,onset,state,event,image_name
131,44,85,s35B,sender,comp,150,2,2,truth,trust,2,991.3094,waiting,131,s35B+beta+event_131+tlrc
132,44,85,s35B,sender,comp,150,2,2,truth,trust,FB,998.3094,feedback,132,s35B+beta+event_132+tlrc
133,45,15,s35B,receiver,coop,100,1,1,truth,trust,1,1007.3268,waiting,133,s35B+beta+event_133+tlrc
134,45,15,s35B,receiver,coop,100,1,1,truth,trust,2,1014.3268,active,134,s35B+beta+event_134+tlrc
135,45,15,s35B,receiver,coop,100,1,1,truth,trust,FB,1021.3268,feedback,135,s35B+beta+event_135+tlrc
136,46,65,s35B,receiver,comp,0,1,1,lie,trust,1,1030.3462,waiting,136,s35B+beta+event_136+tlrc
137,46,65,s35B,receiver,comp,0,1,1,lie,trust,2,1037.3462,active,137,s35B+beta+event_137+tlrc
138,46,65,s35B,receiver,comp,0,1,1,lie,trust,FB,1044.3462,feedback,138,s35B+beta+event_138+tlrc
139,47,25,s35B,sender,coop,100,1,1,truth,trust,1,1055.3642,active,139,s35B+beta+event_139+tlrc
140,47,25,s35B,sender,coop,100,1,1,truth,trust,2,1062.3642,waiting,140,s35B+beta+event_140+tlrc
141,47,25,s35B,sender,coop,100,1,1,truth,trust,FB,1069.3642,feedback,141,s35B+beta+event_141+tlrc
142,48,90,s35B,sender,comp,0,1,2,lie,doubt,1,1074.382,active,142,s35B+beta+event_142+tlrc
143,48,90,s35B,sender,comp,0,1,2,lie,doubt,2,1081.382,waiting,143,s35B+beta+event_143+tlrc
144,48,90,s35B,sender,comp,0,1,2,lie,doubt,FB,1088.382,feedback,144,s35B+beta+event_144+tlrc
145,49,65,s35B,receiver,coop,100,2,2,truth,trust,1,1097.4018,waiting,145,s35B+beta+event_145+tlrc
146,49,65,s35B,receiver,coop,100,2,2,truth,trust,2,1104.4018,active,146,s35B+beta+event_146+tlrc
147,49,65,s35B,receiver,coop,100,2,2,truth,trust,FB,1111.4018,feedback,147,s35B+beta+event_147+tlrc
148,50,15,s35B,receiver,comp,0,2,1,truth,doubt,1,1118.4193,waiting,148,s35B+beta+event_148+tlrc
149,50,15,s35B,receiver,comp,0,2,1,truth,doubt,2,1125.4193,active,149,s35B+beta+event_149+tlrc
150,50,15,s35B,receiver,comp,0,2,1,truth,doubt,FB,1132.4193,feedback,150,s35B+beta+event_150+tlrc
151,51,60,s35B,sender,coop,0,2,2,truth,trust,1,1142.4373,active,151,s35B+beta+event_151+tlrc
152,51,60,s35B,sender,coop,0,2,2,truth,trust,2,1149.4373,waiting,152,s35B+beta+event_152+tlrc
153,51,60,s35B,sender,coop,0,2,2,truth,trust,FB,1156.4373,feedback,153,s35B+beta+event_153+tlrc
154,52,30,s35B,sender,comp,150,1,1,truth,trust,1,1166.4551,active,154,s35B+beta+event_154+tlrc
155,52,30,s35B,sender,comp,150,1,1,truth,trust,2,1173.4551,waiting,155,s35B+beta+event_155+tlrc
156,52,30,s35B,sender,comp,150,1,1,truth,trust,FB,1180.4551,feedback,156,s35B+beta+event_156+tlrc
157,53,75,s35B,receiver,coop,100,2,2,truth,trust,1,1190.4758,waiting,157,s35B+beta+event_157+tlrc
158,53,75,s35B,receiver,coop,100,2,2,truth,trust,2,1197.4758,active,158,s35B+beta+event_158+tlrc
159,53,75,s35B,receiver,coop,100,2,2,truth,trust,FB,1204.4758,feedback,159,s35B+beta+event_159+tlrc
160,54,80,s35B,receiver,comp,150,2,2,truth,trust,1,1213.4986,waiting,160,s35B+beta+event_160+tlrc
161,54,80,s35B,receiver,comp,150,2,2,truth,trust,2,1220.4986,active,161,s35B+beta+event_161+tlrc
162,54,80,s35B,receiver,comp,150,2,2,truth,trust,FB,1227.4986,feedback,162,s35B+beta+event_162+tlrc
163,55,20,s35B,sender,coop,100,1,1,truth,trust,1,1236.5166,active,163,s35B+beta+event_163+tlrc
164,55,20,s35B,sender,coop,100,1,1,truth,trust,2,1243.5166,waiting,164,s35B+beta+event_164+tlrc
165,55,20,s35B,sender,coop,100,1,1,truth,trust,FB,1250.5166,feedback,165,s35B+beta+event_165+tlrc
166,56,35,s35B,sender,comp,150,2,2,lie,trust,1,1256.5346,active,166,s35B+beta+event_166+tlrc
167,56,35,s35B,sender,comp,150,2,2,lie,trust,2,1263.5346,waiting,167,s35B+beta+event_167+tlrc
168,56,35,s35B,sender,comp,150,2,2,lie,trust,FB,1270.5346,feedback,168,s35B+beta+event_168+tlrc
169,57,40,s35B,receiver,coop,0,1,1,truth,trust,1,1300.0002,waiting,169,s35B+beta+event_169+tlrc
170,57,40,s35B,receiver,coop,0,1,1,truth,trust,2,1307.0002,active,170,s35B+beta+event_170+tlrc
171,57,40,s35B,receiver,coop,0,1,1,truth,trust,FB,1314.0002,feedback,171,s35B+beta+event_171+tlrc
172,58,65,s35B,receiver,comp,0,1,2,truth,doubt,1,1320.0229,waiting,172,s35B+beta+event_172+tlrc
173,58,65,s35B,receiver,comp,0,1,2,truth,doubt,2,1327.0229,active,173,s35B+beta+event_173+tlrc
174,58,65,s35B,receiver,comp,0,1,2,truth,doubt,FB,1334.0229,feedback,174,s35B+beta+event_174+tlrc
175,59,10,s35B,sender,coop,100,1,1,truth,trust,1,1343.0431,active,175,s35B+beta+event_175+tlrc
176,59,10,s35B,sender,coop,100,1,1,truth,trust,2,1350.0431,waiting,176,s35B+beta+event_176+tlrc
177,59,10,s35B,sender,coop,100,1,1,truth,trust,FB,1357.0431,feedback,177,s35B+beta+event_177+tlrc
178,60,90,s35B,sender,comp,0,2,2,truth,trust,1,1366.0635,active,178,s35B+beta+event_178+tlrc
179,60,90,s35B,sender,comp,0,2,2,truth,trust,2,1373.0635,waiting,179,s35B+beta+event_179+tlrc
180,60,90,s35B,sender,comp,0,2,2,truth,trust,FB,1380.0635,feedback,180,s35B+beta+event_180+tlrc
181,61,40,s35B,receiver,coop,100,1,1,truth,trust,1,1389.0867,waiting,181,s35B+beta+event_181+tlrc
182,61,40,s35B,receiver,coop,100,1,1,truth,trust,2,1396.0867,active,182,s35B+beta+event_182+tlrc
183,61,40,s35B,receiver,coop,100,1,1,truth,trust,FB,1403.0867,feedback,183,s35B+beta+event_183+tlrc
184,62,70,s35B,receiver,comp,0,1,2,truth,doubt,1,1411.1194,waiting,184,s35B+beta+event_184+tlrc
185,62,70,s35B,receiver,comp,0,1,2,truth,doubt,2,1418.1194,active,185,s35B+beta+event_185+tlrc
186,62,70,s35B,receiver,comp,0,1,2,truth,doubt,FB,1425.1194,feedback,186,s35B+beta+event_186+tlrc
187,63,25,s35B,sender,coop,100,1,1,truth,trust,1,1435.1375,active,187,s35B+beta+event_187+tlrc
188,63,25,s35B,sender,coop,100,1,1,truth,trust,2,1442.1375,waiting,188,s35B+beta+event_188+tlrc
189,63,25,s35B,sender,coop,100,1,1,truth,trust,FB,1449.1375,feedback,189,s35B+beta+event_189+tlrc
190,64,65,s35B,sender,comp,150,1,1,lie,trust,1,1461.155,active,190,s35B+beta+event_190+tlrc
191,64,65,s35B,sender,comp,150,1,1,lie,trust,2,1468.155,waiting,191,s35B+beta+event_191+tlrc
192,64,65,s35B,sender,comp,150,1,1,lie,trust,FB,1475.155,feedback,192,s35B+beta+event_192+tlrc
193,65,35,s35B,receiver,coop,0,1,1,truth,trust,1,1483.1723,waiting,193,s35B+beta+event_193+tlrc
194,65,35,s35B,receiver,coop,0,1,1,truth,trust,2,1490.1723,active,194,s35B+beta+event_194+tlrc
195,65,35,s35B,receiver,coop,0,1,1,truth,trust,FB,1497.1723,feedback,195,s35B+beta+event_195+tlrc
196,66,80,s35B,receiver,comp,0,1,1,lie,trust,1,1504.1917,waiting,196,s35B+beta+event_196+tlrc
197,66,80,s35B,receiver,comp,0,1,1,lie,trust,2,1511.1917,active,197,s35B+beta+event_197+tlrc
198,66,80,s35B,receiver,comp,0,1,1,lie,trust,FB,1518.1917,feedback,198,s35B+beta+event_198+tlrc
199,67,90,s35B,sender,coop,100,2,2,truth,trust,1,1529.2093,active,199,s35B+beta+event_199+tlrc
200,67,90,s35B,sender,coop,100,2,2,truth,trust,2,1536.2093,waiting,200,s35B+beta+event_200+tlrc
201,67,90,s35B,sender,coop,100,2,2,truth,trust,FB,1543.2093,feedback,201,s35B+beta+event_201+tlrc
202,68,85,s35B,sender,comp,150,1,2,lie,doubt,1,1550.2274,active,202,s35B+beta+event_202+tlrc
203,68,85,s35B,sender,comp,150,1,2,lie,doubt,2,1557.2274,waiting,203,s35B+beta+event_203+tlrc
204,68,85,s35B,sender,comp,150,1,2,lie,doubt,FB,1564.2274,feedback,204,s35B+beta+event_204+tlrc
205,69,15,s35B,receiver,coop,100,1,1,truth,trust,1,1574.2471,waiting,205,s35B+beta+event_205+tlrc
206,69,15,s35B,receiver,coop,100,1,1,truth,trust,2,1581.2471,active,206,s35B+beta+event_206+tlrc
207,69,15,s35B,receiver,coop,100,1,1,truth,trust,FB,1588.2471,feedback,207,s35B+beta+event_207+tlrc
208,70,60,s35B,receiver,comp,0,1,1,lie,trust,1,1598.2656,waiting,208,s35B+beta+event_208+tlrc
209,70,60,s35B,receiver,comp,0,1,1,lie,trust,2,1605.2656,active,209,s35B+beta+event_209+tlrc
210,70,60,s35B,receiver,comp,0,1,1,lie,trust,FB,1612.2656,feedback,210,s35B+beta+event_210+tlrc
211,71,75,s35B,sender,coop,0,1,1,lie,trust,1,1619.2866,active,211,s35B+beta+event_211+tlrc
212,71,75,s35B,sender,coop,0,1,1,lie,trust,2,1626.2866,waiting,212,s35B+beta+event_212+tlrc
213,71,75,s35B,sender,coop,0,1,1,lie,trust,FB,1633.2866,feedback,213,s35B+beta+event_213+tlrc
214,72,20,s35B,sender,comp,150,1,1,truth,trust,1,1643.3049,active,214,s35B+beta+event_214+tlrc
215,72,20,s35B,sender,comp,150,1,1,truth,trust,2,1650.3049,waiting,215,s35B+beta+event_215+tlrc
216,72,20,s35B,sender,comp,150,1,1,truth,trust,FB,1657.3049,feedback,216,s35B+beta+event_216+tlrc
217,73,75,s35B,receiver,coop,0,2,2,truth,trust,1,1665.3229,waiting,217,s35B+beta+event_217+tlrc
218,73,75,s35B,receiver,coop,0,2,2,truth,trust,2,1672.3229,active,218,s35B+beta+event_218+tlrc
219,73,75,s35B,receiver,coop,0,2,2,truth,trust,FB,1679.3229,feedback,219,s35B+beta+event_219+tlrc
220,74,25,s35B,receiver,comp,150,1,2,lie,doubt,1,1687.3437,waiting,220,s35B+beta+event_220+tlrc
221,74,25,s35B,receiver,comp,150,1,2,lie,doubt,2,1694.3437,active,221,s35B+beta+event_221+tlrc
222,74,25,s35B,receiver,comp,150,1,2,lie,doubt,FB,1701.3437,feedback,222,s35B+beta+event_222+tlrc
223,75,30,s35B,sender,coop,100,1,1,truth,trust,1,1711.3616,active,223,s35B+beta+event_223+tlrc
224,75,30,s35B,sender,coop,100,1,1,truth,trust,2,1718.3616,waiting,224,s35B+beta+event_224+tlrc
225,75,30,s35B,sender,coop,100,1,1,truth,trust,FB,1725.3616,feedback,225,s35B+beta+event_225+tlrc
226,76,10,s35B,sender,comp,0,1,1,truth,trust,1,1732.3796,active,226,s35B+beta+event_226+tlrc
227,76,10,s35B,sender,comp,0,1,1,truth,trust,2,1739.3796,waiting,227,s35B+beta+event_227+tlrc
228,76,10,s35B,sender,comp,0,1,1,truth,trust,FB,1746.3796,feedback,228,s35B+beta+event_228+tlrc
229,77,70,s35B,receiver,coop,100,2,2,truth,trust,1,1754.4001,waiting,229,s35B+beta+event_229+tlrc
230,77,70,s35B,receiver,coop,100,2,2,truth,trust,2,1761.4001,active,230,s35B+beta+event_230+tlrc
231,77,70,s35B,receiver,coop,100,2,2,truth,trust,FB,1768.4001,feedback,231,s35B+beta+event_231+tlrc
232,78,60,s35B,receiver,comp,0,1,1,lie,trust,1,1774.4184,waiting,232,s35B+beta+event_232+tlrc
233,78,60,s35B,receiver,comp,0,1,1,lie,trust,2,1781.4184,active,233,s35B+beta+event_233+tlrc
234,78,60,s35B,receiver,comp,0,1,1,lie,trust,FB,1788.4184,feedback,234,s35B+beta+event_234+tlrc
235,79,20,s35B,sender,coop,100,1,1,truth,trust,1,1799.4383,active,235,s35B+beta+event_235+tlrc
236,79,20,s35B,sender,coop,100,1,1,truth,trust,2,1806.4383,waiting,236,s35B+beta+event_236+tlrc
237,79,20,s35B,sender,coop,100,1,1,truth,trust,FB,1813.4383,feedback,237,s35B+beta+event_237+tlrc
238,80,35,s35B,sender,comp,150,1,2,truth,doubt,1,1819.4564,active,238,s35B+beta+event_238+tlrc
239,80,35,s35B,sender,comp,150,1,2,truth,doubt,2,1826.4564,waiting,239,s35B+beta+event_239+tlrc
240,80,35,s35B,sender,comp,150,1,2,truth,doubt,FB,1833.4564,feedback,240,s35B+beta+event_240+tlrc
